2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
2025-09-27 08:54:29 | INFO | Inserted message with _id: 68d7ec95eb798aaf4196a39d into collection: messages_other
2025-09-27 08:54:29 | INFO | Called process_message() with:
2025-09-27 08:54:29 | INFO |    message={'message': 'I just shared a trick! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:28', 'category': 'other', 'sentiment': 0.71, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-27 08:54:29 | INFO | Processed message: {'message': 'I just shared a trick! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:28', 'category': 'other', 'sentiment': 0.71, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-27 08:54:29 | INFO | Calling MongoDB insert_message() with:
2025-09-27 08:54:29 | INFO | message={'message': 'I just shared a trick! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:28', 'category': 'other', 'sentiment': 0.71, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
2025-09-27 08:54:29 | INFO | Inserted message with _id: 68d7ec95eb798aaf4196a39f into collection: messages_other
2025-09-27 08:54:29 | INFO | Called process_message() with:
2025-09-27 08:54:29 | INFO |    message={'message': 'I just loved a meme! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:33', 'category': 'humor', 'sentiment': 0.9, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-27 08:54:29 | INFO | Processed message: {'message': 'I just loved a meme! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:33', 'category': 'humor', 'sentiment': 0.9, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-27 08:54:29 | INFO | Calling MongoDB insert_message() with:
2025-09-27 08:54:29 | INFO | message={'message': 'I just loved a meme! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:33', 'category': 'humor', 'sentiment': 0.9, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
2025-09-27 08:54:29 | INFO | Inserted message with _id: 68d7ec95eb798aaf4196a3a1 into collection: messages_humor
2025-09-27 08:54:29 | INFO | Called process_message() with:
2025-09-27 08:54:29 | INFO |    message={'message': 'I just saw Python! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:38', 'category': 'tech', 'sentiment': 0.24, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-27 08:54:29 | INFO | Processed message: {'message': 'I just saw Python! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:38', 'category': 'tech', 'sentiment': 0.24, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-27 08:54:29 | INFO | Calling MongoDB insert_message() with:
2025-09-27 08:54:29 | INFO | message={'message': 'I just saw Python! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:38', 'category': 'tech', 'sentiment': 0.24, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
2025-09-27 08:54:29 | INFO | Inserted message with _id: 68d7ec95eb798aaf4196a3a3 into collection: messages_tech
2025-09-27 08:54:29 | INFO | Called process_message() with:
2025-09-27 08:54:29 | INFO |    message={'message': 'I just tried game! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-27 08:52:43', 'category': 'gaming', 'sentiment': 0.42, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-27 08:54:29 | INFO | Processed message: {'message': 'I just tried game! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-27 08:52:43', 'category': 'gaming', 'sentiment': 0.42, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-27 08:54:29 | INFO | Calling MongoDB insert_message() with:
2025-09-27 08:54:29 | INFO | message={'message': 'I just tried game! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-27 08:52:43', 'category': 'gaming', 'sentiment': 0.42, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
2025-09-27 08:54:29 | INFO | Inserted message with _id: 68d7ec95eb798aaf4196a3a5 into collection: messages_gaming
2025-09-27 08:54:29 | INFO | Called process_message() with:
2025-09-27 08:54:29 | INFO |    message={'message': 'I just saw travel! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:48', 'category': 'travel', 'sentiment': 0.45, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-27 08:54:29 | INFO | Processed message: {'message': 'I just saw travel! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:48', 'category': 'travel', 'sentiment': 0.45, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-27 08:54:29 | INFO | Calling MongoDB insert_message() with:
2025-09-27 08:54:29 | INFO | message={'message': 'I just saw travel! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:48', 'category': 'travel', 'sentiment': 0.45, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
2025-09-27 08:54:29 | INFO | Inserted message with _id: 68d7ec95eb798aaf4196a3a7 into collection: messages_travel
2025-09-27 08:54:29 | INFO | Called process_message() with:
2025-09-27 08:54:29 | INFO |    message={'message': 'I just loved an app! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:53', 'category': 'other', 'sentiment': 0.51, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-27 08:54:29 | INFO | Processed message: {'message': 'I just loved an app! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:53', 'category': 'other', 'sentiment': 0.51, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-27 08:54:29 | INFO | Calling MongoDB insert_message() with:
2025-09-27 08:54:29 | INFO | message={'message': 'I just loved an app! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-27 08:52:53', 'category': 'other', 'sentiment': 0.51, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
2025-09-27 08:54:29 | INFO | Inserted message with _id: 68d7ec95eb798aaf4196a3a9 into collection: messages_other
2025-09-27 08:54:29 | INFO | Called process_message() with:
2025-09-27 08:54:29 | INFO |    message={'message': 'I just saw Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:59', 'category': 'tech', 'sentiment': 0.83, 'keyword_mentioned': 'Python', 'message_length': 32}
2025-09-27 08:54:29 | INFO | Processed message: {'message': 'I just saw Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:59', 'category': 'tech', 'sentiment': 0.83, 'keyword_mentioned': 'Python', 'message_length': 32}
2025-09-27 08:54:29 | INFO | Calling MongoDB insert_message() with:
2025-09-27 08:54:29 | INFO | message={'message': 'I just saw Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-27 08:52:59', 'category': 'tech', 'sentiment': 0.83, 'keyword_mentioned': 'Python', 'message_length': 32}
2025-09-27 08:54:29 | INFO | MONGODB_URI: mongodb://localhost:27017/
2025-09-27 08:54:29 | INFO | MONGODB_DB: mongo_buzz_database
