2025-09-23 19:05:37 | INFO | Logging to file: logs/project_log.log
2025-09-23 19:05:37 | INFO | Log sanitization enabled, personal info removed
2025-09-23 19:12:30 | INFO | Logging to file: logs/project_log.log
2025-09-23 19:12:30 | INFO | Log sanitization enabled, personal info removed
2025-09-24 18:32:22 | INFO | Logging to file: logs/project_log.log
2025-09-24 18:32:22 | INFO | Logging to file: logs/project_log.log
2025-09-24 18:32:22 | INFO | Log sanitization enabled, personal info removed
2025-09-24 18:32:22 | INFO | Log sanitization enabled, personal info removed
2025-09-24 18:32:25 | INFO | Starting Consumer to run continuously.
2025-09-24 18:32:25 | INFO | Things can fail or get interrupted, so use a try block.
2025-09-24 18:32:25 | INFO | Moved .env variables into a utils config module.
2025-09-24 18:32:25 | INFO | STEP 1. Read environment variables using new config functions.
2025-09-24 18:32:25 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-24 18:32:25 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-24 18:32:25 | INFO | LIVE_DATA_PATH: PROJECT_ROOT/data/project_live.json
2025-09-24 18:32:25 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-24 18:32:25 | INFO | SQLITE_PATH: PROJECT_ROOT/data/buzz.sqlite
2025-09-24 18:32:25 | INFO | SUCCESS: Read environment variables.
2025-09-24 18:32:25 | INFO | STEP 2. Delete any prior database file for a fresh start.
2025-09-24 18:32:25 | INFO | STEP 3. Initialize a new database with an empty table.
2025-09-24 18:32:25 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-24 18:32:26 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-24 18:32:27 | INFO | SUCCESS: Database initialized and table ready at PROJECT_ROOT/data/buzz.sqlite.
2025-09-24 18:32:27 | INFO | STEP 4. Begin consuming and storing messages.
2025-09-24 18:32:27 | INFO | Called consume_messages_from_file() with:
2025-09-24 18:32:27 | INFO |    live_data_path=PosixPath('PROJECT_ROOT/data/project_live.json')
2025-09-24 18:32:27 | INFO |    sql_path=PosixPath('PROJECT_ROOT/data/buzz.sqlite')
2025-09-24 18:32:27 | INFO |    interval_secs=5
2025-09-24 18:32:27 | INFO |    last_position=0
2025-09-24 18:32:27 | INFO | 1. Initialize the database.
2025-09-24 18:32:27 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-24 18:32:27 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-24 18:32:28 | INFO | SUCCESS: Database initialized and table ready at PROJECT_ROOT/data/buzz.sqlite.
2025-09-24 18:32:28 | INFO | 2. Set the last position to 0 to start at the beginning of the file.
